,content,predicted,ground,star,item,brand
12417,"Cấu hình ổn áp, mượt mọi lúc từ FB,youtube cho tới game, camera ok, nhưng pin thì hơi đuối xíu, chơi liên quân liên tục tầm 5h là hết, chơi ít + giải trí nhẹ thì ok trong vòng 1 ngày, bù lại đc cái giao diện nhiều cái thú vị, hi vọng Realme sớm ra bản cập nhật phần mềm mới tối ưu pin hơn. Nên mua.",1,1,5,realme-2-pro-4gb-64gb,realme
12418,"sản phẩm dùng rất tốt, máy dùng ổn định , cấu hình ổn. dáng máy cũng rất đẹp,mẫu mã máy cũng rất đẹp",1,1,4,samsung-galaxy-j7-pro,samsung
12419,"Đánh giá cá nhân: * Hạn chế: Khi sạc máy rất nóng (có thể do khung kim loại và mặt lưng kính) Loa lớn nhưng âm thanh chưa sống động, nghe như bị nhiễu. Camera trước chụp chưa đẹp, khi phóng to bị nhòe, có hột. Đồng bộ tất cả với Google, kể cả bộ sưu tập ảnh, ghi chú.. Đây là điều mình cực k thích. Ưu điểm: Tâm giá tốt với cấu hình khủng. Lướt web nhanh, chơi game mượt. Pin trâu, sạc đầy nhanh. Kết luận: Vsmart đang chơi khô máu với những đứa con tinh thần của mình. Ủng hộ hàng VN, ủng hộ Vsmart.. Hãy cho thương hiệu Việt có chỗ đứng trên bản đồ smartphone thế giới.",1,1,5,vsmart-active-1-plus,vsmart
12420,"Mình mua máy từ giữa tháng 8 lúc TGDD đang có giảm giá, đến giờ là được 1 tháng rưỡi. Mình ko chơi game nên cảm thấy máy đáp ứng tốt các yêu cầu cho hssv. Sau khi cập nhật lên Android 9 thì máy chạy vẫn ổn. Camera trước chụp ảnh ban ngày tốt, ảnh có độ tương phản màu sắc cao, cao hơn hẳn Galaxy A70. Cảm biến vân tay cũng ổn tuy ko quá nhanh. Pin sạc khoảng hơn 2 tiếng là đầy, nếu bật tiết kiệm pin thì sạc nhanh hơn chút. Pin dùng được liên tục trong gần 1 ngày. Một số điểm trừ lớn: 1 là cảm ứng có chút vấn đề, khi sử dụng text selection khi đang soạn thảo trên word hay samsung notes sẽ thấy rất rõ, khả năng text selection tương đối chậm và đôi khi không chính xác, dù mình đã đẩy font chữ lên to và bật tăng độ nhạy cảm ứng. 2 là chế độ thay đổi ánh sáng màn hình tự động hoạt động ko tốt về ban đêm. 3 là do cảm biến camera chính của Sony có chức năng gộp 4 điểm ảnh thành 1 điểm ảnh, nên trong một bức ảnh có thể có những vùng zoom ra rất nét và những vùng zoom ra thì mờ mịt ko nhìn thấy gì, điều này cũng bị người dùng ở nước ngoài phản ánh. Tuy nhiên với giá 5tr 9 thì cũng rất ổn rồi, hy vọng Samsung tiếp tục cập nhật và sửa chữa những vấn đề này.",1,1,5,samsung-galaxy-a7-2018,samsung
12421,"Mình rất thích iphone red 256gb vì màu máy đẹp, tốc độ nhanh, màn hình vừa phải. Chế độ bảo hành của THDĐ cũng rất tốt và đáng tin cậy.",1,1,5,iphone-7-256gb,iphone
12422,S gỡ thẻ nhớ ra là mất ảnh v troq khi đó ảnh lưu troq thẻ nhớ. Hay đơ mau hết pin,0,0,4,huawei-y6-prime-2018,huawei
12423,"Nhân viên phục vụ nhiệt tình, chu đáo, máy thiết kế đẹp, mới mua chưa đánh giá độ bền đc, nói chung khá ổn vs mức giá này",1,1,5,oppo-a83-16gb,oppo
12424,Máy khá ok. Nhưng quản lý đa nhiệm chưa bằng iphone. Người mới chuyển qua android khá bất tiện. Pin tốt.,1,1,5,samsung-galaxy-note-9,samsung
12425,"Pin lâu, cầm chắc tay, màn màu đẹp, k bị ám ố. Ai chê máy lag hay bị nóng là do chưa biết tối ưu: - Vào cài đặt, rồi vào mục ứng dụng, buộc dừng và tắt các ứng dụng k cần thiết: gg play âm nhạc, gg play phim, x sense, gg driver,... - Tắt google protect trọng cài đặt - Tắt định vị, tắt đồng bộ, tắt 4G, wi-fi khi không cần dùng - Tắt tìm thiết bị trọng mục quản trị viên thiết bị - Tắt tự động cập nhật phần mềm trong CH play ...... - Nếu củ sạc theo máy nóng thì b hãy mua củ sạc 1.5A hoặc 2A mà dùng. - Nếu mở loa ngoài hết cỡ bị rè là do b chưa tắt chức năng tăng cường âm thanh loa ngoài (ở trong mục cài đật âm thanh)",1,1,5,mobiistar-e-selfie,mobiistar
12426,"Điện thoại lướt mượt. Mới mua nên chưa rõ có lỗi gì. Chị Trân tư vấn viên ở tgdd, phường 6, Trà Vinh dễ thương, nhiệt tình.",1,1,5,samsung-galaxy-a6-2018,samsung
12427,"Sản phẩm thiết kế đẹp tinh tế, máy vận hành mượt, chế độ tiết kiệm pin của máy rất hiệu quả sạc pin nhanh hơn so với các mẫu iphone trước, màu sắc đẹp",1,1,5,iphone-8-plus-256gb,iphone
12428,"đã mua Realme 3 tại TGDĐ.... & dùng được chục ngày ! nếu các bạn máy về để chơi game.. Hoặc cày phim là sự lựa chọn sáng suốt... :)) mình mua máy về... Lướt web,xem phim cả đêm không hết được pin... Với dung lượng pin lên tới 4k2 😋_ Rất hài lòng với sản phẩm Realme3",1,1,5,realme-3,realme
12429,Máy mượt nhưng cảm ứng đôi lúc hơi bị đơ. Dung lượng pin sử dụng được hơn 1 ngày nếu sử dụng nhiều. Giá vậy là ok rồi nhưng phụ kiện thay thế giá rát quá,1,1,5,samsung-galaxy-a8-2018,samsung
12430,Mình mua đc 10 ngày .thấy may dùng OK.sang trong nhung quảng cáo nhiều quá cả khi máy tắt cũng có co quảng cáo trên vao,0,0,2,nokia-6-new-64gb,nokia
12431,"Quá ngon trong tầm giá, Vân tay siêu nhạy, chơi game thì tạm ổn, chụp hình trung bình với tầm giá vậy là ok",1,1,5,vivo-y15,vivo
12432,"Đt đẹp, game chơi mượt, camera trước đẹp, camera sau chụp tối kém hơn trước xíu, pin chưa test đc tại vừa tậu e nó về. Nói chung giá này ok, tuyệt. Nhân viên nhiệt tình vui vẻ, ace đến tgdd động lã xuân oai ủng hộ hàng có sẵn @@ phụ kiện có cap sạc + ốp da trong k có tai nghe tại đt bán v xác giá r :)))",1,1,5,realme-2-pro-4gb-64gb,realme
12433,Điện thoại này xài rất tốt mới mua cho mẹ xài lước fb với xem youtube cung tạm cho mẹ xài con nói với chơi game thì có vẻ cung sẻ lắc nên nói chung cung rất là tốt,1,1,5,samsung-galaxy-j4-plus,samsung
12434,Máy mình được khoảng 10 tháng sử dụng tốt trong tầm giá phù hợp với nhu cầu của mình,1,1,4,huawei-y7-prime,huawei
12435,Sản phẩm này tạm ổn cho một máy giá rẻ .hi vọng tương lai samsung lên màn hình hd 720x1280 cho em nó với ram 2gb chạy chíp exynos đời cao hơn một tí là được rồi .về tgdd thì tốt rồi khỏi phải nói .vô mua tiền mặt chưa đầy 20 phút là xong .thế là đủ hiểu,1,1,5,galaxy-j1-2016,galaxy
12436,Sản phẩm tốt mới ra cửa hàng mua thêm 1 cái pin sài cả tuần nhân viên vui vẻ nhiệt tình. Mình mua rất nhiều sản phẩm tại thegioididong,1,1,5,itel-it2161,itel
12437,Nói chung điện thoại này xứng đáng với tầm giá..camera thì khỏi chê. Chơi game mượt.Good!.,1,1,5,huawei-nova-3,huawei
12438,Mình mua máy đã sử dụng nhưng rất tốt. Loa to. Đèn pin rất sáng và pin sử dụng cả tuần chưa phải nạp.,1,1,5,mobell-rock-3,mobell
12439,"Sản phẩm tốt, khá là ổn, bền, đẹp. Với lại máy thiết kế thêm ăngten rời để nghe fm rõ hơn thì hay hơn.",1,1,3,mobell-rock-3,mobell
12440,"Thiết kế máy rất đẹp và nhỏ gọn, dễ mang theo. Màn hình mà lớn quá thì bất tiện lắm. Rất tốt ở tầm giá này.",1,1,4,samsung-galaxy-j1-mini,samsung
12441,"Máy Nokia 3 mình mua được 6tháng rồi, trong quá trình sử dụng mình thấy máy chạy ổn định, pin ok. Mình thích sản phẩm này",1,1,5,nokia-3,nokia
12442,Camera 48 MP của Realme 5 pro sử dụng cảm biến Sony hay của sam sung vậy. So với Realme 3 pro thì cảm biến trên camera nào tốt. Cảm ơn,1,1,5,realme-5-pro,realme
12443,"Phải nói là cấu hình tốt trong tầm giá. Thiết kế mỏng, đẹp. Ứng dụng tiện lợi nhanh, chụp hình đẹp, không nóng máy, cảm ứng mượt, cảm biến vân tay nhạy. Pin sử dụng được gần 2 ngày, bộ nhớ trong lớn, wifi cực tốt. Điểm 10 cho chất lượng.😋😋😋😋",1,1,5,samsung-galaxy-j7-prime,samsung
12444,"Đã sử dụng qua 6 máy, 4 hãng đt. Và sau 1 tháng sử dụng e này. Ưng nhất là khoản pin trâu một cách đáng sợ. 1 trận lq tầm 20ph thì rớt 4% pin. Điều khó chịu nhất là bộ nhớ máy quá ít. Về thiết kế thì mỏng, nhẹ cầm thoải mái, đẹp và sang chảnh. Màn hình 6,2 inch mang cảm giác đt khá nhỏ k lớn. face id ổn định khi đủ sáng và mở khoá nhanh. Camera thì ban ngày chụp ổn nhưng về đêm thì bị vỡ hình và nhoè. Ram ổn trong tầm giá nếu ép ram khoản 3 ứng dụng chạy thì máy bị giật. Xét trong tầm giá thì đây là một lựa chọn đáng giá. Mà vẫn ưng nhất là chị Vân tư vấn khách hàng",1,1,5,realme-c1,realme
12445,Máy ok màn đẹp mượt camera tốt lướt web nhanh pin trâu sạc rất nhanh nhưng phần chơi game chưa tốt lắm đánh liên quân fps cao hơi giặt tý nhưng vậy là quá ổn trong tầm giá rồi thương hiệu tốt sài dài lâu mà,1,1,5,samsung-galaxy-a30,samsung
12446,"Máy loa nhỏ, rung yếu, ngồi ngoài trời uống cafe mở nhạc là coi như không nghe thấy gì, nói vậy hơi quá nhưng nói chung là loa nhỏ, phần rung thì rung rất yếu, đi xe máy là coi như không biết ai gọi luôn, camera quay phim tệ, vừa mua được 12 ngày giờ đem trả luôn, thôi thì chiết khấu được bao nhiêu thì rước e Bphone vậy. Hềy.",0,0,1,xiaomi-mi-6,xiaomi
12447,"Màu sắc sang trọng, mặt kính bóng bẩy. Camera lồi ít nên dùng ốp lưng, chụp sáng tốt, bắt nét nhanh, selfie vi diệu, có nhiều tính năng tiện lợi. Pin đủ dùng 1 ngày, sạc nhanh tầm 1 giờ 40 phút đầy. Chống nước chưa sử dụng đến, giao diện Samsung tùy biến tốt, có nhiều theme đẹp. Chơi game khỏi chê, mượt mà. Xứng đáng là flagship Samsung.",1,1,4,samsung-galaxy-s9-plus-128gb-vang-dong,samsung
12448,"Máy ok. Pin cầm, thiết kế đẹp, có chạm 2 lần sáng màn hình, với giá phân khúc này máy như vậy quá tuyệt. Nhân viên TGDĐ nhiệt tình với khách hàng",1,1,5,huawei-y5-2017,huawei
12449,điện thoại rất tuyệt tôi có thể chơi game mà không sợ hết pin vì dung lượng pin rất nhiều có thể chơi thoải mái.Nói chung oppo A71 là điện thoại rất tuyệt vời,1,1,5,oppo-a71-32gb-2018,oppo
12450,Mua dc 2 tuần mấy ok ..thời gian cho lâu 12 tiếng mất có 3% ..còn chơi liên quan thì ok...các bắc chơi hk ơn thì kiểm tra mang coi chừng đông người sai qua thì trời...chú mình sài wiffi vs 4g chạy như bay...!,1,1,5,samsung-galaxy-a70,samsung
12451,"Khá thất vọng sau khi dùng đc 4 tháng thì có hiền tượng như vầy xảy ra khá nhìu lần... Laucher máy nặng.... Đạ nhiệm tùy 4gb Ram, nhưng chưa tối ưu cho lắm.... Tuy pin thì không bàn... Zô máy xài pin không ổn định lắm...",1,1,4,mobiistar-prime-x-max-2018,mobiistar
12452,Máy.xài ngon lắm ạ. Rất thích máy này Máy.xài ngon lắm ạ. Rất thích máy này Hihi,1,1,5,samsung-galaxy-a6-plus-2018,samsung
12453,rất tốt về mọi mặt chỉ có một điều là không ưng ý thôi đó là nhận diện khuôn mặt hơi bị chậm nhưng cũng đúng thôi nếu so với tầm giá,1,1,5,nokia-32-16gb,nokia
12454,Em mới mua đc 2 ngày cảm nhận đầu khá tốt tuy chỉ có pin là hơi yếu 10% đầu tụt nhanh quá ko làm j cũng tụt mọi thứ còn lại thì có vẻ ổn,1,1,4,mobiistar-lai-yuna-x,mobiistar
12455,"Thực sự thì con này có ưu điểm: cấu hình tốt,rom lớn,pin cũng khỏe lâu. Nhược thì nhiều quá: màn hình độ nét kém,không giống với kiểu super amoled mà giống LCD,camera sau chụp không nét dù có chỉnh cỡ nào, mở khóa bằng vân tay hoặc khuôn mặt không nhạy cho lắm,mở bằng hình là nhiều,nản. Đánh giá chung là nếu tầm tiền thế này nên chọn con khác tốt hơn. Con này không bằng con J4+ ,mua con này các bạn sẽ nhận ra là : Tiếc nuối!",1,1,3,samsung-galaxy-j6-tim-lavender,samsung
12456,"Sau 1 tuần sử dụng mình có vài nhận xét: 1. Rom, ram lớn, thoải mái tải nhiều app và chạy đa nhiệm mượt 2. Chip cây nhà lá vườn nên exynos phát huy hiệu năng cực tốt trên thiết bị Samsung, đặc biệt hữu ích trong việc tiết kiệm pin 3. Pin cực trâu, thông thường 2-3 ngày mới sạc 1 lần, hôm nào rảnh rỗi xem 8 tập phim Hàn quốc liên tiếp chỉ tốn gần 70%, để qua đêm sụt 0->2% tùy bữa 4. Chụp hình ổn, mà do mình không sống ảo nên không quan tâm chức năng này, chỉ có lấy nét chưa được nhanh 5. Độ phân giải 720p không phải là tệ nhưng với 1 người có nhu cầu giải trí cao như mình thì vẫn chưa đã, phải chi được full HD 1080p. Được cái màu sắc tươi sáng, nịnh mắt nhờ tấm nền super AMOLED 6. Thiết kế nhỏ gọn dù màn mình lên tới 5.6"", mặt lưng giả kim nhìn sang trọng, màu lavender khá thanh lịch 7. Cáp sạc hơi ngắn nên bất tiện, bộ phụ kiện màu trắng sẽ mau dơ Với hơn 4 triệu thì mình thể đòi hỏi nhiều hơn, chất lượng hoàn tòan xứng với giá tiền.Thông số kỹ thuật J6 lavender có thể thua kém nhiều con khác cùng tầm giá nhưng hiệu năng thật thì vượt trội hơn hẳn. Thiệt ra cấu hình nhiều lúc cũng chỉ để lấy le với người tiêu dùng, có xài rồi mới biết ngon dở ra sao P/S: J6 LAVENDER VẪN ĐƯỢC TẶNG GÓI GALAXY GIF VÀ FIM+ GIỐNG NHƯ J6 BẢN THƯỜNG. TGDĐ NÊN CẬP NHẬT LẠI CHO MỌI NGƯỜI NẮM, mình đã dùng mã quà tặng thành công nên chắc chắn đây là thông tin chính xác",1,1,5,samsung-galaxy-j6-tim-lavender,samsung
12457,"tác vụ bthg thì ok,chơi lq thì đứng hình liên tục,lướt youtube khá lag,pin ổn,vân tay ổn,",1,1,2,nokia-31-plus,nokia
12458,Chưa mua. Xem đánh giá tạm ổn. Cấu hình chưa ổn. Phải nâng lên tí nữa thì ok hơn.,1,1,4,vivo-v7-plus,vivo
12459,Mấy chơi rất mượt liên quan pin trâu đến 2 ngay nhân viên thế giới di động rất tận tình,1,1,5,itel-p32,itel
12460,Máy dùng cũng tạm oke nhưng pin hơi yếu pin 100% mà chỉ dùng đc trọng 1 ngày thôi ko làm gì cũng sụt nguồn pin nản. Vs xem video fb ko đc mướt lắm.cứ bị xanh đỏ loè chả xem nổi,0,0,2,itel-s31,itel
12461,Máy tốt dùng được hơn 1 tháng thấy máy hiệu năng tốt cam ok pin từ 7.0 thì cả ngày thì thoải mái còn lên 8.0 thì pin hơn đuối vì được tăng hiệu năng nên chỉ dùng được ngót một ngày nhưng nói chung là sản phẩm rất ok 👌,1,1,4,huawei-nova-2i,huawei
12462,Sậm súng a50s có cài nhạc chuông tải về được không sao mình làm hoài không được.mới mua nên chưa bịt sai thế nào,1,1,3,samsung-galaxy-a50s,samsung
12463,Máy sài rất ok ..nhân viên tư vấn rất nhiệt tình... Nói chung hoàn hảo luôn Nhớ đến 1077 Hậu Giang phường 11 quận 6 nhé các bác,1,1,5,samsung-galaxy-j8,samsung
12464,Sử dụng 2 ngày thấy pin trâu chơi 1 trận liên quân và xem fb vớ vẩn 1 lúc mất có 6% pin mỗi tội chơi cấu hình cao chút thì giât màn hình hơi kém came trước cũng xấu còn lại thì ok,1,1,4,samsung-galaxy-a10,samsung
12465,"Máy sử dụng êm mua hqa, hnay test thử quá ok lun, pin trâu nhưng camera ko đc rõ nét máy nhưng cũng qá ok r. Nhân viên phục vụ tận tình",1,1,5,huawei-y7-pro-2019,huawei
12466,"Máy tốt nhưng rất thất vọng về cục sạc ,sạc mới 6 ngày đã bị nổ cục sạc đem zô bảo hàh đổi cái mới hôm nay bị nổ nữa r ....",0,0,1,mobell-nova-p2,mobell
12467,máy xài ngon. Không nóng máy pin thì bt nói chứng minh thấy dùng ngon nha...,1,1,5,oppo-find-5-x909,oppo
12468,Sản phẩm này nhìn mâu mã đẹp chỉ tội là đang xem phim mà k chó to tiếng nhỏ đi đc và phải tắt nguồn khởi động lại.moi người xem có nên mua k nhé,0,0,1,oppo-f1-plus,oppo
12469,Đổi redmi note 5 32gb mua đc 4 tháng không bị hư hỏng gì lấy cái này đc không shop bữa mua FPT 4 tr mấy,1,1,5,xiaomi-redmi-note-7-32gb,xiaomi
